id	pop	sex	FatherId	MotherId	Sex	incomp	
1814	4	1	1625	1629	1.000000	8.000000	
1815	4	1	1638	1670	1.000000	8.000000	
1816	4	1	1642	1668	1.000000	5.000000	
1821	4	1	1664	1654	1.000000	8.000000	
1822	4	1	1636	1663	1.000000	8.000000	
id	pop	sex	FatherId	MotherId	Sex	incomp	
1775	4	0	1656	1635	0.000000	8.000000	
1777	4	0	1645	1647	0.000000	8.000000	
1779	4	0	1658	1634	0.000000	8.000000	
1781	4	0	1650	1634	0.000000	8.000000	
1783	4	0	1623	1668	0.000000	8.000000	
1788	4	0	1642	1663	0.000000	5.000000	
1793	4	0	1658	1648	0.000000	8.000000	
1796	4	0	1632	1661	0.000000	8.000000	
1798	4	0	1659	1665	0.000000	8.000000	
1799	4	0	1627	1665	0.000000	8.000000	
1800	4	0	1666	1669	0.000000	8.000000	
1801	4	0	1650	1669	0.000000	8.000000	
1803	4	0	1646	1630	0.000000	8.000000	
1806	4	0	1660	1622	0.000000	8.000000	
1811	4	0	1656	1624	0.000000	8.000000	
1812	4	0	1653	1624	0.000000	8.000000	
1817	4	0	1659	1629	0.000000	8.000000	
1818	4	0	1650	1629	0.000000	8.000000	
1819	4	0	1626	1670	0.000000	8.000000	
1820	4	0	1656	1644	0.000000	8.000000	
id	pop	sex	FatherId	MotherId	Sex	incomp	
1824	5	1	1672	1706	1.000000	8.000000	
1825	5	1	1681	1696	1.000000	8.000000	
1828	5	1	1711	1682	1.000000	8.000000	
1830	5	1	1717	1677	1.000000	8.000000	
1831	5	1	1720	1686	1.000000	8.000000	
1832	5	1	1676	1686	1.000000	8.000000	
1833	5	1	1676	1695	1.000000	8.000000	
1835	5	1	1691	1713	1.000000	8.000000	
1837	5	1	1676	1689	1.000000	8.000000	
1838	5	1	1675	1689	1.000000	5.000000	
1843	5	1	1701	1698	1.000000	8.000000	
1846	5	1	1720	1716	1.000000	8.000000	
1847	5	1	1709	1716	1.000000	5.000000	
1853	5	1	1719	1721	1.000000	5.000000	
1855	5	1	1678	1688	1.000000	5.000000	
1856	5	1	1678	1688	1.000000	5.000000	
1857	5	1	1700	1687	1.000000	8.000000	
1861	5	1	1717	1680	1.000000	8.000000	
1862	5	1	1678	1680	1.000000	8.000000	
1864	5	1	1709	1718	1.000000	5.000000	
1865	5	1	1720	1710	1.000000	8.000000	
1868	5	1	1691	1698	1.000000	8.000000	
1869	5	1	1676	1714	1.000000	8.000000	
id	pop	sex	FatherId	MotherId	Sex	incomp	
1823	5	0	1672	1708	0.000000	5.000000	
1826	5	0	1676	1696	0.000000	8.000000	
1827	5	0	1702	1674	0.000000	8.000000	
1829	5	0	1717	1682	0.000000	8.000000	
1834	5	0	1703	1695	0.000000	8.000000	
1836	5	0	1690	1713	0.000000	8.000000	
1839	5	0	1707	1673	0.000000	5.000000	
1840	5	0	1679	1685	0.000000	8.000000	
1841	5	0	1675	1685	0.000000	8.000000	
1842	5	0	1701	1698	0.000000	5.000000	
1844	5	0	1701	1699	0.000000	8.000000	
1845	5	0	1694	1699	0.000000	8.000000	
1848	5	0	1701	1704	0.000000	8.000000	
1849	5	0	1691	1704	0.000000	8.000000	
1850	5	0	1709	1714	0.000000	5.000000	
1851	5	0	1703	1714	0.000000	8.000000	
1852	5	0	1684	1721	0.000000	8.000000	
1854	5	0	1717	1688	0.000000	5.000000	
1858	5	0	1702	1687	0.000000	8.000000	
1859	5	0	1719	1687	0.000000	5.000000	
1860	5	0	1679	1680	0.000000	8.000000	
1863	5	0	1707	1693	0.000000	8.000000	
1866	5	0	1719	1710	0.000000	5.000000	
1867	5	0	1679	1696	0.000000	8.000000	
1870	5	0	1720	1674	0.000000	8.000000	
1871	5	0	1676	1677	0.000000	8.000000	
1872	5	0	1678	1683	0.000000	8.000000	
