id	pop	sex	FatherId	MotherId	Sex	incomp	
777	5	1	596	626	1.000000	5.000000	
778	5	1	628	638	1.000000	5.000000	
780	5	1	596	614	1.000000	8.000000	
781	5	1	633	614	1.000000	8.000000	
784	5	1	603	615	1.000000	5.000000	
786	5	1	591	632	1.000000	8.000000	
789	5	1	617	607	1.000000	5.000000	
790	5	1	628	641	1.000000	5.000000	
791	5	1	606	641	1.000000	8.000000	
792	5	1	625	640	1.000000	5.000000	
793	5	1	643	640	1.000000	5.000000	
794	5	1	602	634	1.000000	5.000000	
796	5	1	609	597	1.000000	8.000000	
797	5	1	602	599	1.000000	5.000000	
798	5	1	635	590	1.000000	8.000000	
801	5	1	603	590	1.000000	8.000000	
802	5	1	619	607	1.000000	5.000000	
id	pop	sex	FatherId	MotherId	Sex	incomp	
752	5	0	625	622	0.000000	8.000000	
756	5	0	625	622	0.000000	8.000000	
757	5	0	636	622	0.000000	5.000000	
760	5	0	642	627	0.000000	5.000000	
761	5	0	601	598	0.000000	8.000000	
762	5	0	595	598	0.000000	8.000000	
768	5	0	604	616	0.000000	8.000000	
769	5	0	629	616	0.000000	5.000000	
770	5	0	609	593	0.000000	5.000000	
772	5	0	623	593	0.000000	5.000000	
773	5	0	623	630	0.000000	8.000000	
774	5	0	633	630	0.000000	8.000000	
775	5	0	602	630	0.000000	5.000000	
776	5	0	628	626	0.000000	5.000000	
779	5	0	609	614	0.000000	8.000000	
782	5	0	591	615	0.000000	5.000000	
783	5	0	606	615	0.000000	8.000000	
785	5	0	636	615	0.000000	8.000000	
787	5	0	643	624	0.000000	8.000000	
788	5	0	635	607	0.000000	5.000000	
795	5	0	636	634	0.000000	5.000000	
800	5	0	625	631	0.000000	5.000000	
